12223	306	0	321	15	0

# WALK LEFT
12212	155	0	170	15	0
12213	125	0	140	15	0

# RUN RIGHT
12321	275	0	290	15	0
12322	306	0	321	15	0
12323	335	0	350	15	0

# RUN LEFT
12311	155	0	170	15	0
12312	125	0	140	15	0
12313	95	0	110	15	0

# BRACE RIGHT & LEFT
12511	6	0	19	15	0
12521	426	0	439	15	0

# JUMP WALK RIGHT & LEFT 
12413	35	80	50	95	0
12417	395	80	410	95	0

# JUMP RUN RIGHT & LEFT 
12423	65	40	80	55	0
12427	365	40	380	55	0

# KICK KOOBA LEFT & RIGHT
16001	5	80	20	95	0
16002	425	80	440	96	0

# HOLDING KOOBA LEFT
16003	186	120	199	135	0
16004	155	120	169	135	0

# HOLDING KOOBA RIGHT
16005	246	120	259	135	0
16006	276	120	290	135	0

# ani_id	sprite1_id	time1	sprite2_id	time2	...

# ================================================
[ANIMATIONS]
#---------------------------------------- TAIL ---------------------------------------

# IDLE LEFT & RIGHT
15050	15001	100
15051	15002	100

# WALKING LEFT & RIGHT
15052	15003	100	15004	100	15005	100
15053	15006	100	15007	100	15008	100

# RUNNING LEFT & RIGHT
15054	15009	50	15010	50	15011	50
15055	15012	50	15013	50	15014	50

# JUMP WALK LEFT & RIGHT
15056	15017	100
15057	15019	100

# JUMP RUN LEFT & RIGHT
15058	15021	100
15059	15023	100

# SIT LEFT & RIGHT
15060	15035	100
15061	15036	100

# BRACE LEFT & RIGHT
15062	15015	100
15063	15016	100

# KICK KOOBA LEFT & RIGHT
15064	15037	100
15065	15038	100

# HOLD KOOBA IDLE LEFT & RIGHT
15066	15039	100
15067	15042	100

# HOLD KOOBA RUN LEFT & RIGHT
15068	15039	100	15040	100	15041	100
15069	15042	100	15043	100	15044	100

# HOLD KOOBA JUMP LEFT & RIGHT
15070	15041	100
15071	15044	100

#---------------------------------------- BIG ----------------------------------------

# IDLE RIGHT & LEFT
400	11121	100
401	11111	100

# WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

# RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

# JUMP WALK
700	11417	100
701	11413	100

# JUMP RUN
800	11427	100
801	11423	100

# SIT RIGHT & LEFT 
900	11521	100
901	11511	100

# BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

# KICK KOOBA LEFT & RIGHT
16150	16101	100
16151	16102	100

# HOLD KOOBA IDLE LEFT & RIGHT
16152	16103	100
16153	16106	100

# HOLD KOOBA RUN LEFT & RIGHT
16154	16103	100	16104	100	16105	100
16155	16106	100	16107	100	16108	100

# HOLD KOOBA JUMP LEFT & RIGHT
16156	16105	100
16157	16108	100

#---------------------------------------- SMALL ----------------------------------------
# IDLE LEFT & RIGHT
1100	12121	100
1102	12111	100

#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

# KICK KOOBA LEFT & RIGHT
16050	16001	100
16051	16002	100

# HOLD KOOBA IDLE LEFT & RIGHT
16052	16003	100
16052	16005	100

# HOLD KOOBA RUN LEFT & RIGHT
16052	16003	100	16004	100
16052	16005	100	16006	100

# HOLD KOOBA JUMP LEFT & RIGHT
16052	16004	100
16052	16006	100

# DIE
999	13001	100
