# KICK KOOBA LEFT & RIGHT
16001	5	80	20	95	0
16002	425	80	440	95	0

# HOLDING KOOBA LEFT
16003	186	120	199	135	0
16004	154	120	169	135	0

# HOLDING KOOBA RIGHT
16005	246	120	259	135	0
16006	276	120	291	135	0

# ani_id	sprite1_id	time1	sprite2_id	time2	...

# ================================================
[ANIMATIONS]
#---------------------------------------- TAIL ---------------------------------------

# IDLE LEFT & RIGHT
15050	15001	150
15051	15002	150

# WALKING LEFT & RIGHT
15052	15003	100	15004	100	15005	100
15053	15006	100	15007	100	15008	100

# RUNNING LEFT & RIGHT
15054	15009	50	15010	50	15011	50
15055	15012	50	15013	50	15014	50

# JUMPING LEFT & RIGHT
15056	15017	100
15057	15018	100

# LANDING LEFT & RIGHT
15058	15023	100
15059	15025	100

# SITTING LEFT & RIGHT
15060	15035	100
15061	15036	100

# BRACING LEFT & RIGHT
15062	15015	100
15063	15016	100

# KICKING KOOBA LEFT & RIGHT
15064	15023	100
15065	15024	100

# HOLDING KOOBA IDLE LEFT & RIGHT
15066	15025	100
15067	15026	100

# HOLDING KOOBA RUN LEFT & RIGHT
15068	15027	100	15028	100	15029	100
15069	15030	100	15031	100	15032	100

# HOLDING KOOBA JUMP LEFT & RIGHT
15070	15033	100
15071	15034	100

# ATTACKING LEFT & RIGHT
15072	15027	20	15028	80	15029	80	15030	80	15027	20	15001	100
15073	15031	20	15032	80	15033	80	15034	80	15031	20	15002	100

#---------------------------------------- BIG ----------------------------------------

# IDLE RIGHT & LEFT
400	11121	100
401	11111	100

# WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

# RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

# JUMP WALK
700	11417	100
701	11413	100

# JUMP RUN
800	11427	100
801	11423	100

# SIT RIGHT & LEFT 
900	11521	100
901	11511	100

# BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

# KICK KOOBA LEFT & RIGHT
16150	16101	100
16151	16102	100

# HOLD KOOBA IDLE LEFT & RIGHT
16152	16103	100
16153	16106	100

# HOLD KOOBA RUN LEFT & RIGHT
16154	16103	100	16104	100	16105	100
16155	16106	100	16107	100	16108	100

# HOLD KOOBA JUMP LEFT & RIGHT
16156	16105	100
16157	16108	100

#---------------------------------------- SMALL ----------------------------------------
# IDLE LEFT & RIGHT
1100	12121	100
1102	12111	100

#WALK LEFT & RIGHT 
1200	12121	100	12223	100	12222	100
1201	12111	100	12213	100	12212	100

#RUN LEFT & RIGHT
1300	12321	100	12323	100
1301	12311	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12417	100
1501	12413	100

#JUMP RUN 
1601	12423	100
1600	12427	100

# KICK KOOBA LEFT & RIGHT
16050	16001	100
16051	16002	100

# HOLD KOOBA IDLE LEFT & RIGHT
16052	16003	100
16053	16005	100

# HOLD KOOBA RUN LEFT & RIGHT
16054	16003	100	16004	100
16055	16005	100	16006	100

# HOLD KOOBA JUMP LEFT & RIGHT
16056	16004	100
16057	16006	100

# DIE
999	13001	100
